tag,preferred_cn,alternatives,category,post_count,confidence,source,notes
artist_logo,艺术家logo,,0,18928,0.93,byzod+ai,来自byzod高质量包+清洗
pink_footwear,粉色鞋类,,0,18922,0.93,byzod+ai,来自byzod高质量包+清洗
white_outline,白色轮廓,,0,18918,0.93,byzod+ai,来自byzod高质量包+清洗
dildo,假屌,,0,18913,0.93,byzod+ai,来自byzod高质量包+清洗
frilled_shirt,花边衬衫,,0,18875,0.93,byzod+ai,来自byzod高质量包+清洗
drawstring,衣服的抽绳,松紧带绳子,0,18868,0.93,byzod+ai,来自byzod高质量包+清洗
absurdly_long_hair,超长的头发,头发拖地,0,18864,0.93,byzod+ai,来自byzod高质量包+清洗
blindfold,遮眼|眼罩,目隠し|眼罩,0,18831,0.93,byzod+ai,来自byzod高质量包+清洗
wrist_scrunchie,束腕,发圈手饰,0,18810,0.93,byzod+ai,来自byzod高质量包+清洗
holding_flower,拿着花,手に花,0,18726,0.93,byzod+ai,来自byzod高质量包+清洗
hand_on_another's_shoulder,手放在对方的肩上,,0,18723,0.93,byzod+ai,来自byzod高质量包+清洗
!?,!?,,0,18708,0.68,ai_generated,高频tag，暂保持英文（待补充或社区共识）
holding_bag,提着包,,0,18695,0.93,byzod+ai,来自byzod高质量包+清洗
adjusting_hair,理头发,调整侧发,0,18686,0.93,byzod+ai,来自byzod高质量包+清洗
reaching_towards_viewer,reaching_towards_viewer,,0,18656,0.68,ai_generated,高频tag，暂保持英文（待补充或社区共识）
top-down_bottom-up,趴着翘臀,,0,18633,0.93,byzod+ai,来自byzod高质量包+清洗
holding_knife,拿着刀,,0,18604,0.93,byzod+ai,来自byzod高质量包+清洗
sign,写上去的字,看板,0,18603,0.93,byzod+ai,来自byzod高质量包+清洗
panties_around_one_leg,一只脚上挂着内裤,片足パンツ,0,18570,0.93,byzod+ai,来自byzod高质量包+清洗
character_doll,角色公仔,ぬいぐるみ化,0,18554,0.93,byzod+ai,来自byzod高质量包+清洗
yokozuwari,侧身坐,横座り|侧身坐|侧坐,0,18548,0.93,byzod+ai,来自byzod高质量包+清洗
center_opening,正中间开口的服装,,0,18541,0.93,byzod+ai,来自byzod高质量包+清洗
bikini_under_clothes,比基尼当内衣,服の下に水着|服の下にビキニ,0,18507,0.93,byzod+ai,来自byzod高质量包+清洗
on_chair,坐在椅子上,椅子|椅子の上,0,18505,0.93,byzod+ai,来自byzod高质量包+清洗
hair_bell,头发上系着铃铛,,0,18472,0.93,byzod+ai,来自byzod高质量包+清洗
headpiece,装饰性头饰,装饰性头饰(偏幻想和民族风饰品),0,18435,0.86,byzod+ai,Byzod长描述→缩短主显示
suspender_skirt,吊带裙|挂肩宽阔外长裤,吊りスカート|背带半裙|吊带半裙,0,18418,0.93,byzod+ai,来自byzod高质量包+清洗
ringed_eyes,圈圈眼,写轮眼,0,18416,0.93,byzod+ai,来自byzod高质量包+清洗
lab_coat,白大褂,白衣|白大褂,0,18414,0.93,byzod+ai,来自byzod高质量包+清洗
new_year,新年,新年|正月|お正月|賀正|お正月イラスト,0,18393,0.93,byzod+ai,来自byzod高质量包+清洗
shoulder_cutout,露肩装,,0,18382,0.93,byzod+ai,来自byzod高质量包+清洗
anklet,脚镯,,0,18365,0.93,byzod+ai,来自byzod高质量包+清洗
injury,有伤的,,0,18342,0.93,byzod+ai,来自byzod高质量包+清洗
dog,狗,犬|犬姦,0,18319,0.93,byzod+ai,来自byzod高质量包+清洗
microskirt,超短裙,,0,18306,0.93,byzod+ai,来自byzod高质量包+清洗
falling_petals,落花,,0,18300,0.93,byzod+ai,来自byzod高质量包+清洗
bandaid_on_face,脸上贴着创可贴,,0,18297,0.93,byzod+ai,来自byzod高质量包+清洗
fence,栅栏,围栏,0,18296,0.93,byzod+ai,来自byzod高质量包+清洗
mountain,山,山|山脈,0,18293,0.93,byzod+ai,来自byzod高质量包+清洗
ice_cream,冰淇淋,冰淇淋|冰激凌|雪糕,0,18286,0.93,byzod+ai,来自byzod高质量包+清洗
covering_own_mouth,covering_own_mouth,口隠し,0,18254,0.68,ai_generated,高频tag，暂保持英文（待补充或社区共识）
tracen_school_uniform,赛马娘训练员培训,トレセン学園制服|トレセン冬服|特雷森学园制服,0,18223,0.93,byzod+ai,来自byzod高质量包+清洗
valentine,情人节,情人节,0,18181,0.93,byzod+ai,来自byzod高质量包+清洗
jacket_on_shoulders,用夹克披肩,,0,18135,0.93,byzod+ai,来自byzod高质量包+清洗
gag,口塞,猿轡|口枷|口塞,0,18114,0.93,byzod+ai,来自byzod高质量包+清洗
petite,娇小的,,0,18067,0.93,byzod+ai,来自byzod高质量包+清洗
black_sweater,黑色毛衣,,0,18066,0.93,byzod+ai,来自byzod高质量包+清洗
white_scarf,白色围巾,,0,18034,0.93,byzod+ai,来自byzod高质量包+清洗
saliva_trail,唾液拉丝,唾液ブリッジ|糸引き,0,18019,0.93,byzod+ai,来自byzod高质量包+清洗
ear_covers,（兽耳娘或精灵的）耳罩,耳套,0,18012,0.93,byzod+ai,来自byzod高质量包+清洗
yellow_jacket,黄色夹克,,0,18011,0.93,byzod+ai,来自byzod高质量包+清洗
rabbit,兔子,兎|菟|兔|うさぎと女の子,0,18002,0.93,byzod+ai,来自byzod高质量包+清洗
bloomers,灯笼裤,南瓜裤|灯笼裤,0,17993,0.93,byzod+ai,来自byzod高质量包+清洗
spoon,汤勺,匙,0,17984,0.93,byzod+ai,来自byzod高质量包+清洗
head_out_of_frame,一部分头部没画进,一部分头部没画进框里|目元より下で切り出すとエロいらしい|目元より下で切り出すとエ口いらしい,0,17964,0.86,byzod+ai,Byzod长描述→缩短主显示
pinafore_dress,背心裙|无袖连衣裙,无袖连衣裙,0,17964,0.93,byzod+ai,来自byzod高质量包+清洗
alternate_hair_length,与原设不同头发长,ロング化|ショート化|長髪けもフレ,0,17928,0.93,byzod+ai,来自byzod高质量包+清洗
star-shaped_pupils,星星眼,目が星,0,17888,0.93,byzod+ai,来自byzod高质量包+清洗
yellow_halo,黄光环,黄色光圈,0,17868,0.97,ai_generated,[Manual] 效果
bodystocking,连体裤袜,全身タイツ,0,17844,0.93,byzod+ai,来自byzod高质量包+清洗
cross-laced_clothes,交叉花边服饰,,0,17840,0.93,byzod+ai,来自byzod高质量包+清洗
hime_cut,姬发式,姫カット|姬发式,0,17839,0.93,byzod+ai,来自byzod高质量包+清洗
blue_theme,蓝色,青|青い|青色|青の衝撃,0,17837,0.93,byzod+ai,来自byzod高质量包+清洗
ofuda,札符,御札|神符,0,17792,0.93,byzod+ai,来自byzod高质量包+清洗
=_=,=_=,无语|半闭眼|コメくいてー顔|糸目,0,17771,0.97,ai_generated,[Manual] 颜文字
hands_in_pockets,双手插在兜里,,0,17767,0.93,byzod+ai,来自byzod高质量包+清洗
4boys,4个男性,,0,17727,0.93,byzod+ai,来自byzod高质量包+清洗
body_fur,身体上的毛皮,,0,17689,0.93,byzod+ai,来自byzod高质量包+清洗
symbol_in_eye,眼睛里有符号,,0,17681,0.93,byzod+ai,来自byzod高质量包+清洗
facing_away,面向别处,後姿|背影,0,17670,0.93,byzod+ai,来自byzod高质量包+清洗
on_couch,在沙发上,ソファの上,0,17634,0.93,byzod+ai,来自byzod高质量包+清洗
bound_wrists,手腕捆绑,手枷|手かせ,0,17596,0.93,byzod+ai,来自byzod高质量包+清洗
branch,分支,枝,0,17584,0.93,byzod+ai,来自byzod高质量包+清洗
holding_bottle,拿着瓶子,,0,17529,0.93,byzod+ai,来自byzod高质量包+清洗
single_bare_shoulder,露出单边肩膀,,0,17518,0.93,byzod+ai,来自byzod高质量包+清洗
arched_back,拱背,仰け反り絶頂|腰前屈|伸腰|伸懒腰,0,17440,0.93,byzod+ai,来自byzod高质量包+清洗
gift_box,礼品盒,,0,17429,0.93,byzod+ai,来自byzod高质量包+清洗
heart_censor,心形马赛克,,0,17429,0.93,byzod+ai,来自byzod高质量包+清洗
black_sclera,黑色巩膜,黒白目,0,17414,0.93,byzod+ai,来自byzod高质量包+清洗
spear,矛,槍,0,17376,0.93,byzod+ai,来自byzod高质量包+清洗
orange_bow,橙色蝴蝶结,,0,17324,0.93,byzod+ai,来自byzod高质量包+清洗
jumping,跳跃的,,0,17276,0.93,byzod+ai,来自byzod高质量包+清洗
6+boys,6个以上的男性,,0,17252,0.93,byzod+ai,来自byzod高质量包+清洗
mecha_pilot_suit,机甲驾驶服,机师服|驾驶员服,0,17240,0.97,ai_generated,[Manual] 机甲服装
winter_uniform,冬装制服,冬服,0,17237,0.93,byzod+ai,来自byzod高质量包+清洗
cow_print,奶牛系印花,牛柄ビキニ,0,17235,0.93,byzod+ai,来自byzod高质量包+清洗
chopsticks,筷子,箸|筷子,0,17186,0.93,byzod+ai,来自byzod高质量包+清洗
nose,鼻子,,0,17182,0.93,byzod+ai,来自byzod高质量包+清洗
potted_plant,盆栽,植木|鉢植え,0,17155,0.93,byzod+ai,来自byzod高质量包+清洗
music,音乐,,0,17126,0.93,byzod+ai,来自byzod高质量包+清洗
tube_top,直筒式抹胸,裹胸,0,17099,0.93,byzod+ai,来自byzod高质量包+清洗
grey_dress,灰色连衣裙,,0,17096,0.93,byzod+ai,来自byzod高质量包+清洗
blue_hairband,蓝色发带,,0,17096,0.93,byzod+ai,来自byzod高质量包+清洗
purple_gloves,紫色手套,,0,17089,0.93,byzod+ai,来自byzod高质量包+清洗
brown_shirt,棕色衬衫,,0,17057,0.93,byzod+ai,来自byzod高质量包+清洗
emphasis_lines,集中线,集中線,0,17052,0.93,byzod+ai,来自byzod高质量包+清洗
adjusting_eyewear,扶眼镜,眼鏡に手,0,17028,0.93,byzod+ai,来自byzod高质量包+清洗
dragon,龙,ドラゴン化|竜姦,0,16970,0.93,byzod+ai,来自byzod高质量包+清洗
onsen,温泉,温泉|露天風呂,0,16968,0.93,byzod+ai,来自byzod高质量包+清洗
leaning_back,身体往后靠,,0,16966,0.93,byzod+ai,来自byzod高质量包+清洗
zoom_layer,背景是前景的放大版,,0,16963,0.93,byzod+ai,来自byzod高质量包+清洗
crotch_seam,裆部的缝,,0,16944,0.93,byzod+ai,来自byzod高质量包+清洗
midriff_peek,微微露出腹部,腹チラ|魅惑の腹チラ,0,16931,0.93,byzod+ai,来自byzod高质量包+清洗
fork,餐叉,餐叉,0,16892,0.93,byzod+ai,来自byzod高质量包+清洗
highleg_one-piece_swimsuit,高开衩连体泳装,高叉死库水,0,16890,0.97,ai_generated,[Manual] 泳装变种
camera,相机,,0,16851,0.93,byzod+ai,来自byzod高质量包+清洗
strawberry,草莓,苺|莓|草莓,0,16804,0.93,byzod+ai,来自byzod高质量包+清洗
shared_bathing,共浴|鸳鸯浴,,0,16802,0.93,byzod+ai,来自byzod高质量包+清洗
covered_mouth,蒙住的嘴,,0,16769,0.93,byzod+ai,来自byzod高质量包+清洗
toeless_legwear,露趾裤袜,露趾袜,0,16740,0.93,byzod+ai,来自byzod高质量包+清洗
outstretched_hand,伸出的手,张手,0,16726,0.93,byzod+ai,来自byzod高质量包+清洗
claw_pose,嘎哦,,0,16722,0.93,byzod+ai,来自byzod高质量包+清洗
size_difference,体格差,体格差,0,16715,0.93,byzod+ai,来自byzod高质量包+清洗
id_card,学生证|身份证,学生証|身分証,0,16695,0.93,byzod+ai,来自byzod高质量包+清洗
abyssal_ship,深海栖舰,深海棲艦|深海棲艦化,0,16680,0.93,byzod+ai,来自byzod高质量包+清洗
antlers,鹿角,,0,16676,0.93,byzod+ai,来自byzod高质量包+清洗
cheerleader,拉拉队,啦啦队员,0,16647,0.93,byzod+ai,来自byzod高质量包+清洗
white_capelet,白色披风,,0,16640,0.93,byzod+ai,来自byzod高质量包+清洗
beanie,无檐帽,,0,16611,0.93,byzod+ai,来自byzod高质量包+清洗
sailor_shirt,水手服款衬衫,,0,16602,0.93,byzod+ai,来自byzod高质量包+清洗
shota,正太,正太|ショタ攻め|巨根ショタ|翔太|なにこれ男の子かわいい,0,16539,0.93,byzod+ai,来自byzod高质量包+清洗
underwater,水下,水中,0,16529,0.93,byzod+ai,来自byzod高质量包+清洗
food-themed_hair_ornament,食物发饰,,0,16490,0.93,byzod+ai,来自byzod高质量包+清洗
floral_background,花朵点缀背景|有花香的感觉,,0,16488,0.93,byzod+ai,来自byzod高质量包+清洗
flipped_hair,外卷发型,外ハネ|外はね,0,16468,0.93,byzod+ai,来自byzod高质量包+清洗
fighting_stance,战斗姿态|摆着架势的,,0,16422,0.93,byzod+ai,来自byzod高质量包+清洗
pool,泳池,游泳池|泳池,0,16402,0.93,byzod+ai,来自byzod高质量包+清洗
mask_on_head,掀到头上的面具,,0,16399,0.93,byzod+ai,来自byzod高质量包+清洗
name_tag,记名牌,名札,0,16374,0.93,byzod+ai,来自byzod高质量包+清洗
after_vaginal,事后阴道特写,,0,16359,0.93,byzod+ai,来自byzod高质量包+清洗
half_gloves,很短的手套|半截手套,,0,16328,0.93,byzod+ai,来自byzod高质量包+清洗
clitoris,阴蒂,陰核|女の子のおちんちん|阴蒂|阴核,0,16325,0.93,byzod+ai,来自byzod高质量包+清洗
android,人造人,,0,16312,0.93,byzod+ai,来自byzod高质量包+清洗
brown_dress,棕色连衣裙,,0,16307,0.93,byzod+ai,来自byzod高质量包+清洗
smoking,吸烟,煙草|喫煙,0,16302,0.93,byzod+ai,来自byzod高质量包+清洗
gagged,被塞口的,,0,16299,0.93,byzod+ai,来自byzod高质量包+清洗
pulling_own_clothes,拉扯自己衣服,拽衣,0,16253,0.97,ai_generated,[Manual] 动作
lactation,母乳|搾乳|喷乳,母乳|搾乳|噴乳,0,16251,0.93,byzod+ai,来自byzod高质量包+清洗
food_in_mouth,嘴里有食物,,0,16241,0.93,byzod+ai,来自byzod高质量包+清洗
holding_tray,托着盘子,端着托盘,0,16212,0.93,byzod+ai,来自byzod高质量包+清洗
tachi-e,立绘,立ち絵|立绘,0,16207,0.93,byzod+ai,来自byzod高质量包+清洗
purple_bikini,紫色比基尼,紫ビキニ,0,16134,0.93,byzod+ai,来自byzod高质量包+清洗
ahegao,阿嘿颜,アヘ顔|アヘ顔ダブルピース|アホ顔,0,16126,0.93,byzod+ai,来自byzod高质量包+清洗
zipper_pull_tab,拉链的拉片,,0,16123,0.93,byzod+ai,来自byzod高质量包+清洗
folded_ponytail,蜷起来的马尾,,0,16123,0.93,byzod+ai,来自byzod高质量包+清洗
sportswear,运动服,,0,16094,0.93,byzod+ai,来自byzod高质量包+清洗
door,门,扉,0,16090,0.93,byzod+ai,来自byzod高质量包+清洗
petticoat,衬裙,,0,16083,0.93,byzod+ai,来自byzod高质量包+清洗
pixel_art,像素绘,ドット絵|像素画,0,16080,0.93,byzod+ai,来自byzod高质量包+清洗
furry_male,毛茸茸男性|福瑞男,獣人,0,16065,0.93,byzod+ai,来自byzod高质量包+清洗
fish_tail,鱼尾巴,,0,16056,0.93,byzod+ai,来自byzod高质量包+清洗
bare_back,裸背,,0,16010,0.93,byzod+ai,来自byzod高质量包+清洗
hair_over_eyes,头发遮着双眼,両目隠れ|前髪に目が隠れてるの正義,0,15980,0.93,byzod+ai,来自byzod高质量包+清洗
scales,鳞片,鱗|鳞|鱼鳞|鳞片,0,15898,0.93,byzod+ai,来自byzod高质量包+清洗
two-tone_dress,双色裙子,,0,15896,0.93,byzod+ai,来自byzod高质量包+清洗
cow_ears,牛耳朵,牛耳,0,15895,0.93,byzod+ai,来自byzod高质量包+清洗
pleated_dress,百褶连衣裙,,0,15894,0.93,byzod+ai,来自byzod高质量包+清洗
assault_rifle,突击步枪,突撃銃,0,15863,0.93,byzod+ai,来自byzod高质量包+清洗
holding_fan,拿着扇子,,0,15811,0.93,byzod+ai,来自byzod高质量包+清洗
blanket,毯子,毛布,0,15802,0.93,byzod+ai,来自byzod高质量包+清洗
folding_fan,扇子,折扇|扇子,0,15779,0.93,byzod+ai,来自byzod高质量包+清洗
food_on_face,脸上有食物,,0,15776,0.93,byzod+ai,来自byzod高质量包+清洗
korean_text,韩文,韓国語,0,15762,0.93,byzod+ai,来自byzod高质量包+清洗
snake,蛇,蛇,0,15746,0.93,byzod+ai,来自byzod高质量包+清洗
summer_uniform,夏季制服,夏服,0,15724,0.93,byzod+ai,来自byzod高质量包+清洗
nipple_slip,乳头走光,胸チラ|乳首チラ,0,15712,0.93,byzod+ai,来自byzod高质量包+清洗
miko,巫女,巫女|巫女服|ミニスカ巫女,0,15690,0.93,byzod+ai,来自byzod高质量包+清洗
classroom,教室,教室,0,15676,0.93,byzod+ai,来自byzod高质量包+清洗
hand_on_headwear,手触碰帽子,帽子に手,0,15654,0.93,byzod+ai,来自byzod高质量包+清洗
sun,太阳,太陽,0,15652,0.93,byzod+ai,来自byzod高质量包+清洗
duel_monster,游戏王决斗怪兽,遊戯王OCG|遊戯王ファンアート|遊戯王ラッシュデュエル|効果モンスター|サイバース族,0,15642,0.93,byzod+ai,来自byzod高质量包+清洗
realistic,写实的,リアル絵,0,15641,0.93,byzod+ai,来自byzod高质量包+清洗
arm_strap,臂带,,0,15639,0.93,byzod+ai,来自byzod高质量包+清洗
bookshelf,书架,本棚,0,15633,0.93,byzod+ai,来自byzod高质量包+清洗
covered_eyes,蒙住的眼,,0,15633,0.93,byzod+ai,来自byzod高质量包+清洗
chinese_text,中文,中国語|中文|漢語|汉语|華語,0,15568,0.93,byzod+ai,来自byzod高质量包+清洗
black_kimono,黑色和服,,0,15559,0.93,byzod+ai,来自byzod高质量包+清洗
habit,修道服,修道服,0,15511,0.93,byzod+ai,来自byzod高质量包+清洗
w,手指比W,,0,15493,0.93,byzod+ai,来自byzod高质量包+清洗
alternate_color,异色,色違い|東方色違娘,0,15480,0.93,byzod+ai,来自byzod高质量包+清洗
mature_male,成熟大叔,大叔,0,15458,0.93,byzod+ai,来自byzod高质量包+清洗
nipple_tweak,玩弄乳头,乳首オナニー|乳首責め|乳首イキ|玩弄乳头,0,15426,0.93,byzod+ai,来自byzod高质量包+清洗
patreon_logo,打了patreo,,0,15401,0.93,byzod+ai,来自byzod高质量包+清洗
blunt_ends,齐边切发尾的发型,,0,15384,0.93,byzod+ai,来自byzod高质量包+清洗
apple,苹果,林檎|蘋果|苹果,0,15380,0.93,byzod+ai,来自byzod高质量包+清洗
unbuttoned,解开纽扣后,,0,15378,0.93,byzod+ai,来自byzod高质量包+清洗
sunflower,向日葵,向日葵,0,15271,0.93,byzod+ai,来自byzod高质量包+清洗
lowleg,低腰款式,,0,15265,0.93,byzod+ai,来自byzod高质量包+清洗
round_teeth,动漫里的没有缝的,动漫里的没有缝的牙齿,0,15256,0.86,byzod+ai,Byzod长描述→缩短主显示
blue_thighhighs,蓝色过膝袜,,0,15249,0.93,byzod+ai,来自byzod高质量包+清洗
car,汽车,車|车|车辆|自動車|汽车,0,15235,0.93,byzod+ai,来自byzod高质量包+清洗
joints,关节,関節,0,15230,0.93,byzod+ai,来自byzod高质量包+清洗
spoken_question_mark,表疑惑的会话气泡,,0,15227,0.93,byzod+ai,来自byzod高质量包+清洗
inverted_nipples,内陷乳头,陥没乳首,0,15208,0.93,byzod+ai,来自byzod高质量包+清洗
brown_hat,棕色帽子,,0,15207,0.97,ai_generated,[Manual] 
gangbang,轮奸,輪姦|輪フェラ|腕押さえ輪姦,0,15192,0.93,byzod+ai,来自byzod高质量包+清洗
red_choker,红色项圈,,0,15192,0.93,byzod+ai,来自byzod高质量包+清洗
layered_sleeves,分层的衣袖,,0,15186,0.93,byzod+ai,来自byzod高质量包+清洗
lace-up_boots,系带靴,編み上げブーツ,0,15179,0.93,byzod+ai,来自byzod高质量包+清洗
highleg_bikini,高开衩的比基尼,,0,15170,0.93,byzod+ai,来自byzod高质量包+清洗
bird_wings,鸟翅膀,,0,15169,0.93,byzod+ai,来自byzod高质量包+清洗
ear_ornament,耳饰,,0,15138,0.93,byzod+ai,来自byzod高质量包+清洗
print_kimono,印花和服,,0,15120,0.93,byzod+ai,来自byzod高质量包+清洗
pen,笔,筆,0,15110,0.93,byzod+ai,来自byzod高质量包+清洗
white_choker,白色项圈,,0,15105,0.93,byzod+ai,来自byzod高质量包+清洗
angel,天使,天使,0,15104,0.93,byzod+ai,来自byzod高质量包+清洗
two-sided_fabric,双层样式的服饰画法,裏地,0,15085,0.93,byzod+ai,来自byzod高质量包+清洗
arm_under_breasts,托胸,,0,15077,0.93,byzod+ai,来自byzod高质量包+清洗
grey_pants,灰色的裤子,,0,15073,0.93,byzod+ai,来自byzod高质量包+清洗
fishnet_thighhighs,渔网过膝袜,網タイツ,0,15052,0.93,byzod+ai,来自byzod高质量包+清洗
holding_polearm,手持长柄武器,,0,15044,0.93,byzod+ai,来自byzod高质量包+清洗
thighlet,大腿,,0,15038,0.93,byzod+ai,来自byzod高质量包+清洗
emblem,纹章,,0,15020,0.93,byzod+ai,来自byzod高质量包+清洗
fairy_wings,妖精的翅膀,,0,15012,0.93,byzod+ai,来自byzod高质量包+清洗
blue_neckerchief,蓝色领巾,,0,15011,0.93,byzod+ai,来自byzod高质量包+清洗
wet_shirt,湿衬衫,透けブラ,0,15004,0.93,byzod+ai,来自byzod高质量包+清洗
anchor_symbol,锚形符号,,0,14995,0.93,byzod+ai,来自byzod高质量包+清洗
ankle_boots,踝靴,,0,14987,0.93,byzod+ai,来自byzod高质量包+清洗
tabi,足袋,足袋,0,14979,0.93,byzod+ai,来自byzod高质量包+清洗
split_mouth,裂开的嘴,,0,14958,0.93,byzod+ai,来自byzod高质量包+清洗
bun_cover,发髻盖,,0,14947,0.93,byzod+ai,来自byzod高质量包+清洗
controller,控制器,,0,14930,0.93,byzod+ai,来自byzod高质量包+清洗
naked_shirt,裸体衬衫,裸シャツ|裸Yシャツ|裸ワイシャツ|裸Tシャツ,0,14917,0.93,byzod+ai,来自byzod高质量包+清洗
torn_thighhighs,损坏了的过膝袜,破洞丝袜,0,14911,0.93,byzod+ai,来自byzod高质量包+清洗
leg_lift,单腿抬高,,0,14864,0.93,byzod+ai,来自byzod高质量包+清洗
copyright_notice,版权声明,版权提示|著作权标记,0,14858,0.97,ai_generated,[Manual] meta
doll,人偶|玩偶,人形|玩偶|お人形さん,0,14833,0.93,byzod+ai,来自byzod高质量包+清洗
blood_on_clothes,衣物上染血,,0,14813,0.93,byzod+ai,来自byzod高质量包+清洗
bandana,头巾,,0,14799,0.93,byzod+ai,来自byzod高质量包+清洗
clock,时钟,時計,0,14793,0.93,byzod+ai,来自byzod高质量包+清洗
open_fly,解开的裤子拉链,,0,14783,0.93,byzod+ai,来自byzod高质量包+清洗
school_desk,课桌,课桌|学校机|机(学校)|生徒用机,0,14751,0.93,byzod+ai,来自byzod高质量包+清洗
cabbie_hat,报童帽,报童帽,0,14737,0.93,byzod+ai,来自byzod高质量包+清洗
swimsuit_under_clothes,里面穿着泳衣,服の下に水着,0,14726,0.93,byzod+ai,来自byzod高质量包+清洗
feather_hair_ornament,羽毛头饰,,0,14722,0.93,byzod+ai,来自byzod高质量包+清洗
mustache,胡子,口髭|口ひげ,0,14707,0.93,byzod+ai,来自byzod高质量包+清洗
office_lady,办公室女职员,,0,14704,0.93,byzod+ai,来自byzod高质量包+清洗
spread_arms,伸展双臂,,0,14698,0.93,byzod+ai,来自byzod高质量包+清洗
overalls,工作服,背带裤|工人装|吊带工作服,0,14681,0.93,byzod+ai,来自byzod高质量包+清洗
huge_ass,大屁股,特盛り下半身|巨尻|デカ尻,0,14680,0.93,byzod+ai,来自byzod高质量包+清洗
halloween_costume,万圣节装扮,仮装,0,14671,0.93,byzod+ai,来自byzod高质量包+清洗
taut_clothes,绷紧衣服,,0,14658,0.93,byzod+ai,来自byzod高质量包+清洗
o_o,o_o,惊讶|瞪眼|〇目,0,14643,0.97,ai_generated,[Manual] 颜文字
mechanical_halo,机械式天使光环,,0,14638,0.93,byzod+ai,来自byzod高质量包+清洗
arm_warmers,暖袖,,0,14627,0.93,byzod+ai,来自byzod高质量包+清洗
black_hoodie,黑色连帽衫,,0,14616,0.93,byzod+ai,来自byzod高质量包+清洗
wedding_ring,结婚戒指,婚約指輪|結婚指輪|结婚戒指|婚戒|左手薬指,0,14611,0.93,byzod+ai,来自byzod高质量包+清洗
red_horns,红色的角,,0,14603,0.93,byzod+ai,来自byzod高质量包+清洗
beachball,沙滩球,,0,14589,0.93,byzod+ai,来自byzod高质量包+清洗
red_thighhighs,红色过膝袜,,0,14583,0.93,byzod+ai,来自byzod高质量包+清洗
breast_pocket,乳袋,,0,14567,0.93,byzod+ai,来自byzod高质量包+清洗
hair_stick,发簪,发簪,0,14563,0.93,byzod+ai,来自byzod高质量包+清洗
yellow_bikini,黄色比基尼,黄色ビキニ,0,14523,0.93,byzod+ai,来自byzod高质量包+清洗
aircraft,飞行器,航空機,0,14496,0.93,byzod+ai,来自byzod高质量包+清洗
curled_horns,弯曲的角,,0,14485,0.93,byzod+ai,来自byzod高质量包+清洗
cow_horns,牛角,,0,14476,0.93,byzod+ai,来自byzod高质量包+清洗
orgasm,高潮|绝顶,絶頂|連続絶頂|強制絶頂|仰け反り絶頂|高潮,0,14454,0.93,byzod+ai,来自byzod高质量包+清洗
purple_thighhighs,紫色过膝袜,,0,14447,0.93,byzod+ai,来自byzod高质量包+清洗
antennae,触角,触角,0,14435,0.93,byzod+ai,来自byzod高质量包+清洗
gyaru,辣妹,次世代ギャル|黒ギャル,0,14433,0.93,byzod+ai,来自byzod高质量包+清洗
skin-covered_horns,被皮肤包着的角,肌角|鬼角,0,14409,0.93,byzod+ai,来自byzod高质量包+清洗
purple_jacket,紫色夹克,,0,14393,0.93,byzod+ai,来自byzod高质量包+清洗
red_ascot,红色阿斯科特领巾,,0,14388,0.93,byzod+ai,来自byzod高质量包+清洗
open_cardigan,敞开的开襟衫,,0,14380,0.93,byzod+ai,来自byzod高质量包+清洗
winter_clothes,冬装,,0,14308,0.93,byzod+ai,来自byzod高质量包+清洗
guitar,吉他,,0,14301,0.93,byzod+ai,来自byzod高质量包+清洗
wristwatch,手表,腕時計|手表,0,14276,0.93,byzod+ai,来自byzod高质量包+清洗
tatami,榻榻米,榻榻米,0,14275,0.93,byzod+ai,来自byzod高质量包+清洗
wand,魔杖,杖|魔法の杖|魔杖,0,14221,0.93,byzod+ai,来自byzod高质量包+清洗
basket,篮子,,0,14199,0.93,byzod+ai,来自byzod高质量包+清洗
vambraces,下臂护甲,,0,14171,0.93,byzod+ai,来自byzod高质量包+清洗
horn_ornament,角上有饰物,,0,14160,0.93,byzod+ai,来自byzod高质量包+清洗
drinking,喝,飲む,0,14157,0.93,byzod+ai,来自byzod高质量包+清洗
hand_on_another's_face,手接触到对方的脸,,0,14150,0.93,byzod+ai,来自byzod高质量包+清洗
confetti,彩色纸屑(祝贺),紙吹雪|五彩纸屑|彩色纸屑|彩纸屑,0,14144,0.93,byzod+ai,来自byzod高质量包+清洗
cable,线缆,电线,0,14140,0.93,byzod+ai,来自byzod高质量包+清洗
green_skin,绿色皮肤,緑肌,0,14106,0.93,byzod+ai,来自byzod高质量包+清洗
geta,木屐,下駄|木屐|齿履,0,14101,0.93,byzod+ai,来自byzod高质量包+清洗
chestnut_mouth,栗子嘴,栗みたいな口|栗みたいな口しやがって|口みたいな栗|口みたいな栗しやがって,0,14089,0.93,byzod+ai,来自byzod高质量包+清洗
stretching,伸懒腰,拉伸|伸懒腰,0,14064,0.93,byzod+ai,来自byzod高质量包+清洗
electricity,电,電気|電撃,0,14026,0.93,byzod+ai,来自byzod高质量包+清洗
witch,魔女,魔女|魔女っ子|魔女っこ,0,14021,0.93,byzod+ai,来自byzod高质量包+清洗
eyeball,眼球,,0,14018,0.93,byzod+ai,来自byzod高质量包+清洗
paw_gloves,兽爪手套,肉球手袋|猫の手グローブ,0,14005,0.93,byzod+ai,来自byzod高质量包+清洗
